time,lat,lon,dev_acc_d
"2022-03-20 06:54:32",35.721575,51.4211133,34.78929
"2022-03-20 06:54:37",35.721575,51.4211133,34.78929
"2022-03-20 06:54:42",35.721575,51.4211133,34.78929
"2022-03-20 06:54:47",35.721575,51.4211133,34.78929
"2022-03-20 06:54:52",35.721575,51.4211133,34.78929
"2022-03-20 06:54:57",35.721575,51.4211133,34.78929
"2022-03-20 06:55:02",35.721575,51.4211133,34.78929
"2022-03-20 06:55:07",35.721575,51.4211133,34.78929
"2022-03-20 06:55:12",35.721575,51.4211133,34.78929
"2022-03-20 06:55:17",35.721575,51.4211133,34.78929
"2022-03-20 06:55:22",35.721575,51.4211133,34.78929
"2022-03-20 06:55:27",35.721575,51.4211133,34.78929
"2022-03-20 06:55:32",35.721575,51.4211133,34.78929
"2022-03-20 06:55:36",35.721575,51.4211133,34.78929
"2022-03-20 06:55:41",35.721575,51.4211133,34.78929
"2022-03-20 06:55:46",35.721575,51.4211133,34.78929
"2022-03-20 06:55:52",35.721575,51.4211133,34.78929
"2022-03-20 06:55:56",35.721575,51.4211133,34.78929
"2022-03-20 06:56:02",35.721575,51.4211133,34.78929
"2022-03-20 06:56:06",35.721575,51.4211133,34.78929
"2022-03-20 06:56:11",35.721575,51.4211133,34.78929
"2022-03-20 06:56:16",35.721575,51.4211133,34.78929
"2022-03-20 06:56:21",35.721575,51.4211133,34.78929
"2022-03-20 06:56:27",35.721575,51.4211133,34.78929
"2022-03-20 06:56:32",35.721575,51.4211133,34.78929
"2022-03-20 06:56:37",35.721575,51.4211133,34.78929
"2022-03-20 06:56:42",35.721575,51.4211133,34.78929
"2022-03-20 06:56:47",35.721575,51.4211133,34.78929
"2022-03-20 06:56:52",35.721575,51.4211133,34.78929
"2022-03-20 06:56:57",35.721575,51.4211133,34.78929
"2022-03-20 06:57:02",35.721575,51.4211133,34.78929
"2022-03-20 06:57:07",35.721575,51.4211133,34.78929
"2022-03-20 06:57:12",35.721575,51.4211133,34.78929
"2022-03-20 06:57:17",35.721575,51.4211133,34.78929
"2022-03-20 06:57:22",35.721575,51.4211133,34.78929
"2022-03-20 06:57:27",35.721575,51.4211133,34.78929
"2022-03-20 06:57:32",35.721575,51.4211133,34.78929
"2022-03-20 06:57:37",35.721575,51.4211133,34.78929
"2022-03-20 06:57:42",35.721575,51.4211133,34.78929
"2022-03-20 06:57:47",35.721575,51.4211133,34.78929
"2022-03-20 06:57:52",35.721575,51.4211133,34.78929
"2022-03-20 06:57:57",35.721575,51.4211133,34.78929
"2022-03-20 06:58:02",35.721575,51.4211133,34.78929
"2022-03-20 06:58:07",35.721575,51.4211133,34.78929
"2022-03-20 06:58:12",35.7216084,51.4211795,34.79632
"2022-03-20 06:58:17",35.7216226,51.4212089,34.79941
"2022-03-20 06:58:22",35.7216233,51.42121,34.79954
"2022-03-20 06:58:27",35.7216233,51.42121,34.79954
"2022-03-20 06:58:32",35.7216233,51.42121,34.79954
"2022-03-20 06:58:37",35.7216233,51.42121,34.79954
"2022-03-20 06:58:42",35.7216233,51.42121,34.79954
"2022-03-20 06:58:47",35.7216233,51.42121,34.79954
"2022-03-20 06:58:52",35.7216233,51.42121,34.79954
"2022-03-20 06:58:57",35.7216233,51.42121,34.79954
"2022-03-20 06:59:02",35.7216233,51.42121,34.79954
"2022-03-20 06:59:07",35.7216233,51.42121,34.79954
"2022-03-20 06:59:12",35.7216233,51.42121,34.79954
"2022-03-20 06:59:17",35.7216233,51.42121,34.79954
"2022-03-20 06:59:22",35.7216233,51.42121,34.79954
"2022-03-20 06:59:27",35.7216233,51.42121,34.79954
"2022-03-20 06:59:32",35.7216233,51.42121,34.79954
"2022-03-20 06:59:37",35.7216233,51.42121,34.79954
"2022-03-20 06:59:42",35.7216233,51.42121,34.79954
"2022-03-20 06:59:47",35.7216233,51.42121,34.79954
"2022-03-20 06:59:52",35.7216233,51.42121,34.79954
"2022-03-20 06:59:57",35.7216233,51.42121,34.79954
"2022-03-20 07:00:02",35.7216233,51.42121,34.79954
"2022-03-20 07:00:07",35.7216233,51.42121,34.79954
"2022-03-20 07:00:12",35.7216233,51.42121,34.79954
"2022-03-20 07:00:17",35.7216233,51.42121,34.79954
"2022-03-20 07:00:22",35.7216233,51.42121,34.79954
"2022-03-20 07:00:27",35.7216233,51.42121,34.79954
"2022-03-20 07:00:32",35.7216233,51.42121,34.79954
"2022-03-20 07:00:37",35.7216233,51.42121,34.79954
"2022-03-20 07:00:42",35.7216233,51.42121,34.79954
"2022-03-20 07:00:47",35.7216233,51.42121,34.79954
"2022-03-20 07:00:52",35.7216233,51.42121,34.79954
"2022-03-20 07:00:57",35.7216233,51.42121,34.79954
"2022-03-20 07:01:02",35.7216233,51.42121,34.79954
"2022-03-20 07:01:07",35.7216233,51.42121,34.79954
"2022-03-20 07:01:12",35.7216233,51.42121,34.79954
"2022-03-20 07:01:17",35.7216233,51.42121,34.79954
"2022-03-20 07:01:22",35.7216233,51.42121,34.79954
"2022-03-20 07:01:27",35.7216233,51.42121,34.79954
"2022-03-20 07:01:32",35.7216233,51.42121,34.79954
"2022-03-20 07:01:37",35.7216233,51.42121,34.79954
"2022-03-20 07:01:42",35.7216233,51.42121,34.79954
"2022-03-20 07:01:47",35.7216233,51.42121,34.79954
"2022-03-20 07:01:52",35.7216233,51.42121,34.79954
"2022-03-20 07:01:57",35.7216233,51.42121,34.79954
"2022-03-20 07:02:02",35.7216233,51.42121,34.79954
"2022-03-20 07:02:07",35.7216233,51.42121,34.79954
"2022-03-20 07:02:12",35.7216233,51.42121,34.79954
"2022-03-20 07:02:17",35.7216233,51.42121,34.79954
"2022-03-20 07:02:22",35.7216233,51.42121,34.79954
"2022-03-20 07:02:27",35.7216233,51.42121,34.79954
"2022-03-20 07:02:32",35.7216233,51.42121,34.79954
"2022-03-20 07:02:37",35.7216233,51.42121,34.79954
"2022-03-20 07:02:42",35.7216233,51.42121,34.79954
"2022-03-20 07:02:47",35.7216233,51.42121,34.79954
"2022-03-20 07:02:52",35.7216233,51.42121,34.79954
"2022-03-20 07:02:57",35.7216233,51.42121,34.79954
"2022-03-20 07:03:02",35.7216233,51.42121,34.79954
"2022-03-20 07:03:07",35.7216233,51.42121,34.79954
"2022-03-20 07:03:12",35.7216233,51.42121,34.79954
"2022-03-20 07:03:17",35.7216233,51.42121,34.79954
"2022-03-20 07:03:22",35.7216233,51.42121,34.79954
"2022-03-20 07:03:27",35.7216233,51.42121,34.79954
"2022-03-20 07:03:32",35.7216233,51.42121,34.79954
"2022-03-20 07:03:37",35.7216233,51.42121,34.79954
"2022-03-20 07:03:42",35.7216233,51.42121,34.79954
"2022-03-20 07:03:47",35.7216233,51.42121,34.79954
"2022-03-20 07:03:52",35.7216233,51.42121,34.79954
"2022-03-20 07:03:57",35.7216233,51.42121,34.79954
"2022-03-20 07:04:02",35.7216233,51.42121,34.79954
"2022-03-20 07:04:07",35.7216233,51.42121,34.79954
"2022-03-20 07:04:12",35.7216233,51.42121,34.79954
"2022-03-20 07:04:17",35.7216233,51.42121,34.79954
"2022-03-20 07:04:22",35.7216233,51.42121,34.79954
"2022-03-20 07:04:27",35.7216233,51.42121,34.79954
"2022-03-20 07:04:31",35.7216233,51.42121,34.79954
"2022-03-20 07:04:36",35.7216233,51.42121,34.79954
"2022-03-20 07:04:42",35.7216233,51.42121,34.79954
"2022-03-20 07:04:47",35.7216233,51.42121,34.79954
"2022-03-20 07:04:52",35.7216233,51.42121,34.79954
"2022-03-20 07:04:57",35.7216233,51.42121,34.79954
"2022-03-20 07:05:02",35.7216233,51.42121,34.79954
"2022-03-20 07:05:07",35.7216233,51.42121,34.79954
"2022-03-20 07:05:12",35.7216233,51.42121,34.79954
"2022-03-20 07:05:17",35.7216233,51.42121,34.79954
"2022-03-20 07:05:22",35.7216233,51.42121,34.79954
"2022-03-20 07:05:27",35.7216233,51.42121,34.79954
"2022-03-20 07:05:32",35.7216233,51.42121,34.79954
"2022-03-20 07:05:37",35.7216233,51.42121,34.79954
"2022-03-20 07:05:42",35.7216233,51.42121,34.79954
"2022-03-20 07:05:47",35.7216233,51.42121,34.79954
"2022-03-20 07:05:52",35.7216233,51.42121,34.79954
"2022-03-20 07:05:57",35.7216233,51.42121,34.79954
"2022-03-20 07:06:02",35.7216233,51.42121,34.79954
"2022-03-20 07:06:07",35.7216233,51.42121,34.79954
"2022-03-20 07:06:12",35.7216233,51.42121,34.79954
"2022-03-20 07:06:17",35.7216233,51.42121,34.79954
"2022-03-20 07:06:22",35.7216233,51.42121,34.79954
"2022-03-20 07:06:27",35.7216233,51.42121,34.79954
"2022-03-20 07:06:32",35.7216233,51.42121,34.79954
"2022-03-20 07:06:37",35.7216233,51.42121,34.79954
"2022-03-20 07:06:42",35.7216233,51.42121,34.79954
"2022-03-20 07:06:47",35.7216233,51.42121,34.79954
"2022-03-20 07:06:52",35.7216233,51.42121,34.79954
"2022-03-20 07:06:57",35.7216233,51.42121,34.79954
"2022-03-20 07:07:02",35.7216233,51.42121,34.79954
"2022-03-20 07:07:07",35.7216233,51.42121,34.79954
"2022-03-20 07:07:12",35.7216233,51.42121,34.79954
"2022-03-20 07:07:17",35.7216233,51.42121,34.79954
"2022-03-20 07:07:22",35.7216233,51.42121,34.79954
"2022-03-20 07:07:27",35.7216233,51.42121,34.79954
"2022-03-20 07:07:32",35.7216233,51.42121,34.79954
"2022-03-20 07:07:37",35.7216233,51.42121,34.79954
"2022-03-20 07:07:42",35.7216233,51.42121,34.79954
"2022-03-20 07:07:47",35.7216233,51.42121,34.79954
"2022-03-20 07:07:52",35.7216233,51.42121,34.79954
"2022-03-20 07:07:57",35.7216233,51.42121,34.79954
"2022-03-20 07:08:02",35.7216233,51.42121,34.79954
"2022-03-20 07:08:07",35.7216233,51.42121,34.79954
"2022-03-20 07:08:12",35.7216233,51.42121,34.79954
"2022-03-20 07:08:17",35.7216233,51.42121,34.79954
"2022-03-20 07:08:22",35.7216233,51.42121,34.79954
"2022-03-20 07:08:27",35.7216233,51.42121,34.79954
"2022-03-20 07:08:32",35.7216233,51.42121,34.79954
"2022-03-20 07:08:37",35.7216233,51.42121,34.79954
"2022-03-20 07:08:42",35.7216233,51.42121,34.79954
"2022-03-20 07:08:47",35.7216845,51.4212743,34.80849
"2022-03-20 07:08:52",35.7216914,51.4212814,34.80949
"2022-03-20 07:08:57",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:02",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:07",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:12",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:17",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:22",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:27",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:32",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:37",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:42",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:47",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:52",35.7216917,51.4212817,34.80953
"2022-03-20 07:09:57",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:02",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:07",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:12",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:17",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:22",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:27",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:32",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:37",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:42",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:47",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:52",35.7216917,51.4212817,34.80953
"2022-03-20 07:10:57",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:02",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:07",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:12",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:17",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:22",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:27",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:32",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:37",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:42",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:47",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:52",35.7216917,51.4212817,34.80953
"2022-03-20 07:11:57",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:02",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:07",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:12",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:17",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:22",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:27",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:32",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:37",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:42",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:47",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:52",35.7216917,51.4212817,34.80953
"2022-03-20 07:12:57",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:02",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:07",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:12",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:17",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:22",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:27",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:32",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:37",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:42",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:47",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:52",35.7216917,51.4212817,34.80953
"2022-03-20 07:13:57",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:02",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:07",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:12",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:17",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:22",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:27",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:32",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:37",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:42",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:47",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:52",35.7216917,51.4212817,34.80953
"2022-03-20 07:14:57",35.7216917,51.4212817,34.80953
"2022-03-20 07:15:02",35.7216917,51.4212817,34.80953
"2022-03-20 07:15:07",35.7216965,51.4213289,34.81383
"2022-03-20 07:15:12",35.721703,51.4213988,34.82018
"2022-03-20 07:15:17",35.7217033,51.4214016,34.82043
"2022-03-20 07:15:22",35.7217033,51.4214017,34.82044
"2022-03-20 07:15:27",35.7217033,51.4214017,34.82044
"2022-03-20 07:15:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:15:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:15:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:15:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:15:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:15:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:16:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:17:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:18:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:19:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:20:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:21:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:22:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:23:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:15",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:20",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:24:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:25:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:26:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:27:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:28:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:29:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:30:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:26",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:31",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:36",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:41",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:46",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:51",35.7217033,51.4214017,34.82044
"2022-03-20 07:31:56",35.7217033,51.4214017,34.82044
"2022-03-20 07:32:01",35.7217033,51.4214017,34.82044
"2022-03-20 07:32:06",35.7217033,51.4214017,34.82044
"2022-03-20 07:32:11",35.7217033,51.4214017,34.82044
"2022-03-20 07:32:16",35.7217033,51.4214017,34.82044
"2022-03-20 07:32:21",35.7217033,51.4214017,34.82044
"2022-03-20 07:32:26",35.7217033,51.4214017,34.82044
